EmployeeNumber,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1100,35,1,Travel_Rarely,Sales,4,3,Technical Degree,4,Male,3,3,Sales Executive,1,Single,9582,10333,0,Yes,22,4,1,80,0,9,2,3,8,7,4,7
1101,33,1,Travel_Frequently,Research & Development,29,4,Medical,1,Female,2,2,Research Scientist,3,Single,4508,3129,1,No,22,4,2,80,0,14,4,3,13,7,3,8
1102,28,0,Travel_Rarely,Research & Development,15,2,Life Sciences,1,Male,3,1,Laboratory Technician,3,Divorced,2207,22482,1,No,16,3,4,80,1,4,5,2,4,2,2,2
1103,34,0,Travel_Frequently,Research & Development,3,1,Life Sciences,1,Male,3,2,Healthcare Representative,4,Single,7756,22266,0,No,17,3,3,80,0,7,1,2,6,2,0,4
1105,37,0,Travel_Rarely,Sales,10,4,Life Sciences,4,Female,2,2,Sales Executive,4,Divorced,6694,24223,2,Yes,14,3,3,80,3,8,5,3,1,0,0,0
1106,25,1,Travel_Rarely,Research & Development,4,1,Technical Degree,4,Male,3,1,Laboratory Technician,4,Married,3691,4605,1,Yes,15,3,2,80,1,7,3,4,7,7,5,6
1107,26,1,Travel_Rarely,Research & Development,21,3,Medical,1,Male,3,1,Laboratory Technician,3,Divorced,2377,19373,1,No,20,4,3,80,1,1,0,2,1,1,0,0
1108,33,1,Travel_Rarely,Research & Development,25,3,Medical,1,Male,2,1,Research Scientist,2,Single,2313,2993,4,Yes,20,4,2,80,0,5,0,3,2,2,2,2
1109,42,0,Travel_Rarely,Research & Development,2,2,Medical,4,Male,3,4,Manager,1,Married,17665,14399,0,No,17,3,4,80,1,23,3,3,22,6,13,7
1111,28,1,Travel_Frequently,Research & Development,1,3,Medical,1,Male,2,1,Laboratory Technician,2,Divorced,2596,7160,1,No,15,3,1,80,2,1,2,3,1,0,0,0
1113,50,1,Travel_Frequently,Sales,1,4,Other,4,Male,3,2,Sales Executive,3,Single,4728,17251,3,Yes,14,3,4,80,0,5,4,3,0,0,0,0
1114,33,0,Travel_Frequently,Sales,7,3,Life Sciences,4,Female,3,2,Sales Executive,2,Married,4302,13401,0,No,17,3,3,80,1,4,3,3,3,2,0,2
1115,34,0,Non-Travel,Research & Development,3,4,Life Sciences,3,Male,2,1,Research Scientist,4,Married,2979,22478,3,No,17,3,4,80,3,6,2,3,0,0,0,0
1116,48,0,Non-Travel,Research & Development,1,4,Medical,1,Male,4,4,Manager,4,Single,16885,16154,2,No,22,4,3,80,0,27,3,2,5,4,2,1
1117,45,0,Non-Travel,Sales,9,4,Life Sciences,2,Female,2,2,Sales Executive,3,Married,5593,17970,1,No,13,3,4,80,1,15,2,3,15,10,4,12
1118,52,0,Travel_Rarely,Research & Development,7,4,Life Sciences,2,Male,3,3,Healthcare Representative,2,Single,10445,15322,7,No,19,3,4,80,0,18,4,3,8,6,4,0
1119,38,0,Travel_Rarely,Sales,10,4,Marketing,3,Male,2,3,Sales Executive,3,Divorced,8740,5569,0,Yes,14,3,2,80,2,9,2,3,8,7,2,7
1120,29,0,Travel_Rarely,Research & Development,28,4,Life Sciences,3,Female,3,1,Research Scientist,4,Divorced,2514,26968,4,No,22,4,1,80,1,11,1,3,7,5,1,7
1121,28,0,Travel_Rarely,Research & Development,3,3,Medical,4,Female,3,3,Manufacturing Director,2,Divorced,7655,8039,0,No,17,3,2,80,3,10,3,2,9,7,1,7
1124,46,0,Travel_Rarely,Sales,3,1,Marketing,1,Male,3,4,Manager,3,Married,17465,15596,3,No,12,3,4,80,1,23,3,3,12,9,4,9
1125,38,0,Travel_Rarely,Sales,2,2,Marketing,4,Male,3,3,Sales Executive,2,Single,7351,20619,7,No,16,3,3,80,0,10,2,3,1,0,0,0
1126,43,0,Travel_Frequently,Research & Development,27,3,Life Sciences,3,Female,3,3,Manufacturing Director,1,Married,10820,11535,8,No,11,3,3,80,1,18,1,3,8,7,0,1
1127,39,1,Travel_Frequently,Research & Development,2,3,Life Sciences,1,Male,3,4,Healthcare Representative,4,Divorced,12169,13547,7,No,11,3,4,80,3,21,4,3,18,7,11,5
1128,40,0,Travel_Rarely,Research & Development,14,3,Medical,3,Male,2,5,Research Director,3,Single,19626,17544,1,No,14,3,1,80,0,21,2,4,20,7,4,9
1131,21,0,Travel_Rarely,Research & Development,1,1,Technical Degree,4,Female,2,1,Research Scientist,2,Single,2070,25326,1,Yes,11,3,3,80,0,2,6,4,2,2,2,2
1132,39,0,Non-Travel,Research & Development,9,3,Life Sciences,3,Male,3,2,Laboratory Technician,2,Single,6782,8770,9,No,15,3,3,80,0,9,2,2,5,4,0,3
1133,36,0,Non-Travel,Research & Development,18,4,Life Sciences,1,Male,3,2,Manufacturing Director,4,Single,7779,23238,2,No,20,4,1,80,0,18,0,3,11,9,0,9
1135,31,0,Travel_Frequently,Sales,20,3,Life Sciences,3,Male,4,1,Sales Representative,4,Married,2791,21981,0,No,12,3,1,80,1,3,4,3,2,2,2,2
1136,28,0,Travel_Rarely,Research & Development,2,1,Life Sciences,1,Male,2,1,Research Scientist,2,Married,3201,19911,0,No,17,3,1,80,0,6,2,1,5,3,0,4
1137,35,0,Travel_Frequently,Sales,11,2,Marketing,4,Male,3,2,Sales Executive,4,Divorced,4968,18500,1,No,11,3,4,80,1,5,3,3,5,2,0,2
1138,49,0,Travel_Rarely,Sales,8,4,Technical Degree,4,Male,2,4,Sales Executive,2,Married,13120,11879,6,No,17,3,2,80,1,22,3,3,9,8,2,3
1140,34,0,Travel_Frequently,Research & Development,2,2,Life Sciences,4,Male,3,2,Manufacturing Director,3,Single,4033,15834,2,No,11,3,4,80,0,5,3,2,3,2,0,2
1143,29,0,Travel_Frequently,Research & Development,10,3,Life Sciences,4,Female,3,1,Research Scientist,2,Divorced,3291,17940,0,No,14,3,4,80,2,8,2,2,7,5,1,1
1148,42,0,Travel_Rarely,Research & Development,29,3,Medical,2,Male,1,2,Laboratory Technician,4,Single,4272,9558,4,No,19,3,1,80,0,16,3,3,1,0,0,0
1150,29,0,Travel_Rarely,Research & Development,8,1,Medical,2,Male,2,2,Manufacturing Director,4,Married,5056,17689,1,Yes,15,3,3,80,1,10,2,2,10,7,1,2
1152,38,0,Travel_Rarely,Human Resources,1,3,Human Resources,3,Male,4,1,Human Resources,3,Married,2844,6004,1,No,13,3,4,80,1,7,2,4,7,6,5,0
1154,28,0,Travel_Frequently,Research & Development,6,3,Life Sciences,3,Male,2,1,Research Scientist,3,Divorced,2703,22088,1,Yes,14,3,4,80,1,3,2,3,3,1,0,2
1156,18,1,Non-Travel,Research & Development,8,1,Medical,3,Male,3,1,Laboratory Technician,3,Single,1904,13556,1,No,12,3,4,80,0,0,0,3,0,0,0,0
1157,33,1,Travel_Rarely,Sales,9,4,Marketing,1,Female,3,2,Sales Executive,1,Single,8224,18385,0,Yes,17,3,1,80,0,6,3,3,5,2,0,3
1158,41,0,Travel_Rarely,Research & Development,12,4,Life Sciences,2,Male,3,1,Laboratory Technician,4,Married,4766,9051,3,Yes,11,3,1,80,1,6,4,3,1,0,0,0
1160,31,1,Travel_Frequently,Research & Development,15,3,Medical,3,Male,3,1,Laboratory Technician,3,Married,2610,6233,1,No,12,3,3,80,1,2,5,2,2,2,2,2
1161,37,0,Travel_Rarely,Research & Development,25,2,Medical,3,Female,2,2,Healthcare Representative,4,Divorced,5731,17171,7,No,13,3,3,80,2,9,2,3,6,2,1,3
1162,27,0,Travel_Rarely,Research & Development,6,3,Life Sciences,4,Male,2,1,Research Scientist,3,Married,2539,7950,1,No,13,3,3,80,1,4,0,3,4,2,2,2
1163,34,0,Travel_Rarely,Sales,9,1,Life Sciences,2,Female,3,2,Sales Executive,3,Married,5714,5829,1,No,20,4,1,80,0,6,3,2,6,5,1,3
1164,35,0,Travel_Rarely,Human Resources,8,4,Technical Degree,3,Male,3,1,Human Resources,3,Single,4323,7108,1,No,17,3,2,80,0,6,2,1,5,4,1,4
1165,29,1,Travel_Rarely,Sales,23,1,Life Sciences,4,Female,2,3,Sales Executive,1,Married,7336,11162,1,No,13,3,1,80,1,11,3,1,11,8,3,10
1166,40,0,Travel_Frequently,Research & Development,9,4,Medical,2,Female,3,3,Research Director,3,Single,13499,13782,9,No,17,3,3,80,0,20,3,2,18,7,2,13
1167,42,1,Travel_Frequently,Sales,12,3,Life Sciences,3,Male,3,4,Sales Executive,1,Single,13758,2447,0,Yes,12,3,2,80,0,22,2,2,21,9,13,14
1171,42,0,Travel_Rarely,Sales,4,4,Marketing,2,Male,3,2,Sales Executive,1,Single,5155,2253,7,No,13,3,4,80,0,9,3,4,6,4,1,5
1172,35,0,Travel_Rarely,Research & Development,1,4,Medical,4,Male,2,1,Laboratory Technician,3,Married,2258,16340,6,No,12,3,2,80,1,10,2,3,8,0,1,7
1173,24,0,Travel_Rarely,Research & Development,24,3,Medical,4,Male,3,1,Laboratory Technician,2,Single,3597,6409,8,No,22,4,4,80,0,6,2,3,4,3,1,2
1175,28,1,Travel_Rarely,Research & Development,12,1,Life Sciences,3,Female,3,1,Laboratory Technician,4,Married,2515,22955,1,Yes,11,3,4,80,0,1,4,2,1,1,0,0
1177,26,0,Travel_Rarely,Research & Development,3,4,Medical,1,Male,4,1,Laboratory Technician,4,Married,4420,13421,1,No,22,4,2,80,1,8,2,3,8,7,0,7
1179,30,0,Travel_Rarely,Sales,10,3,Marketing,3,Male,2,2,Sales Executive,3,Married,6578,2706,1,No,18,3,1,80,1,10,3,3,10,3,1,4
1180,40,0,Travel_Frequently,Research & Development,26,2,Medical,3,Female,2,2,Research Scientist,4,Married,4422,21203,3,Yes,13,3,4,80,1,16,3,1,1,1,0,0
1182,35,0,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Male,2,3,Manufacturing Director,2,Divorced,10274,19588,2,No,18,3,2,80,1,15,2,4,7,7,6,4
1184,34,0,Travel_Frequently,Research & Development,1,3,Medical,4,Male,2,2,Healthcare Representative,1,Single,5343,25755,0,No,20,4,3,80,0,14,3,3,13,9,4,9
1185,35,0,Travel_Frequently,Research & Development,4,4,Other,4,Male,2,1,Laboratory Technician,4,Married,2376,26537,1,No,13,3,2,80,1,2,2,4,2,2,2,2
1188,43,1,Travel_Rarely,Sales,9,3,Marketing,1,Female,1,2,Sales Executive,3,Single,5346,9489,8,No,13,3,2,80,0,7,2,2,4,3,1,3
1190,32,0,Non-Travel,Sales,2,1,Life Sciences,3,Female,3,1,Sales Representative,1,Divorced,2827,14947,1,No,12,3,3,80,3,1,3,3,1,0,0,0
1191,56,0,Travel_Rarely,Research & Development,4,4,Technical Degree,4,Female,3,5,Manager,1,Divorced,19943,18575,4,No,13,3,4,80,1,28,2,3,5,2,4,2
1192,29,0,Travel_Rarely,Research & Development,6,1,Medical,2,Female,3,1,Laboratory Technician,4,Married,3131,26342,1,No,13,3,1,80,1,10,5,3,10,8,0,8
1193,19,0,Travel_Rarely,Research & Development,9,2,Life Sciences,3,Male,3,1,Research Scientist,1,Single,2552,7172,1,No,25,4,3,80,0,1,4,3,1,1,0,0
1195,45,0,Travel_Rarely,Research & Development,7,3,Medical,1,Female,3,1,Research Scientist,3,Married,4477,20100,4,Yes,19,3,3,80,1,7,2,2,3,2,0,2
1196,37,0,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,2,2,Manufacturing Director,4,Married,6474,9961,1,No,13,3,2,80,1,14,2,2,14,8,3,11
1198,20,0,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Male,2,1,Laboratory Technician,3,Single,3033,12828,1,No,12,3,1,80,0,2,2,2,2,2,1,2
1200,44,1,Travel_Rarely,Research & Development,10,4,Life Sciences,3,Male,3,1,Research Scientist,3,Single,2936,10826,1,Yes,11,3,3,80,0,6,4,3,6,4,0,2
1201,53,0,Travel_Rarely,Research & Development,7,2,Medical,4,Female,3,5,Manager,3,Divorced,18606,18640,3,No,18,3,2,80,1,26,6,3,7,7,4,7
1202,29,0,Travel_Rarely,Research & Development,15,1,Life Sciences,2,Female,1,1,Research Scientist,4,Married,2168,26933,0,Yes,18,3,1,80,1,6,2,2,5,4,1,3
1203,22,1,Travel_Frequently,Research & Development,3,4,Life Sciences,3,Male,2,1,Research Scientist,4,Married,2853,4223,0,Yes,11,3,2,80,1,1,5,3,0,0,0,0
1204,46,0,Travel_Rarely,Sales,2,3,Marketing,3,Female,3,4,Manager,1,Married,17048,24097,8,No,23,4,1,80,0,28,2,3,26,15,15,9
1206,44,0,Non-Travel,Research & Development,17,3,Life Sciences,4,Male,1,1,Research Scientist,3,Single,2290,4279,2,No,13,3,4,80,0,6,3,3,0,0,0,0
1207,33,0,Travel_Rarely,Human Resources,2,3,Human Resources,2,Male,3,1,Human Resources,3,Married,3600,8429,1,No,13,3,4,80,1,5,2,3,5,4,1,4
1210,41,1,Non-Travel,Research & Development,5,2,Life Sciences,1,Male,2,1,Research Scientist,1,Divorced,2107,20293,6,No,17,3,1,80,1,5,2,1,1,0,0,0
1211,30,0,Travel_Rarely,Sales,29,4,Life Sciences,3,Male,3,2,Sales Executive,1,Divorced,4115,13192,8,No,19,3,3,80,3,8,3,3,4,3,0,3
1212,40,0,Travel_Frequently,Sales,2,4,Medical,2,Male,3,2,Sales Executive,2,Married,4327,25440,5,No,12,3,4,80,3,5,2,3,0,0,0,0
1215,50,0,Travel_Frequently,Research & Development,2,3,Medical,4,Female,3,4,Manager,1,Married,17856,9490,2,No,22,4,3,80,1,32,3,3,2,2,2,2
1216,28,0,Travel_Rarely,Research & Development,19,4,Medical,4,Male,2,1,Laboratory Technician,1,Married,3196,12449,1,No,12,3,3,80,3,6,2,3,6,5,3,3
1217,46,0,Travel_Rarely,Research & Development,15,2,Life Sciences,4,Male,3,5,Research Director,2,Married,19081,10849,5,No,11,3,1,80,1,25,2,3,4,2,0,3
1218,35,0,Travel_Rarely,Sales,17,4,Life Sciences,3,Male,3,2,Sales Executive,1,Married,8966,21026,3,Yes,15,3,4,80,3,15,2,3,7,7,1,7
1219,24,1,Travel_Rarely,Research & Development,17,2,Life Sciences,4,Female,3,1,Laboratory Technician,2,Married,2210,3372,1,No,13,3,1,80,1,1,3,1,1,0,0,0
1220,33,0,Travel_Frequently,Sales,25,3,Medical,2,Female,3,2,Sales Executive,3,Married,4539,4905,1,No,12,3,1,80,1,10,3,2,10,7,0,1
1221,36,0,Travel_Rarely,Research & Development,6,4,Life Sciences,3,Male,1,1,Laboratory Technician,3,Divorced,2741,6865,1,No,14,3,3,80,1,7,4,3,7,7,1,7
1224,30,0,Travel_Rarely,Research & Development,7,4,Life Sciences,3,Male,3,2,Laboratory Technician,3,Divorced,3491,11309,1,No,13,3,1,80,3,10,4,2,10,7,8,9
1225,44,0,Travel_Rarely,Research & Development,29,4,Other,4,Male,3,2,Research Scientist,4,Single,4541,7744,1,No,25,4,2,80,0,20,3,3,20,11,13,17
1226,20,0,Travel_Rarely,Sales,21,3,Marketing,3,Male,4,1,Sales Representative,4,Single,2678,5050,1,No,17,3,4,80,0,2,2,3,2,1,2,2
1228,46,0,Travel_Rarely,Research & Development,2,4,Technical Degree,4,Male,3,2,Manufacturing Director,4,Divorced,7379,17433,2,No,11,3,3,80,1,12,3,2,6,3,1,4
1231,42,0,Non-Travel,Human Resources,2,5,Medical,4,Male,4,2,Human Resources,1,Married,6272,12858,7,No,16,3,1,80,1,10,3,4,4,3,0,3
1233,60,0,Travel_Rarely,Sales,7,4,Marketing,2,Male,4,2,Sales Executive,4,Divorced,5220,10893,0,Yes,18,3,2,80,1,12,3,3,11,7,1,9
1234,32,0,Travel_Frequently,Research & Development,13,3,Other,3,Female,2,1,Laboratory Technician,2,Married,2743,7331,1,No,20,4,3,80,1,2,2,3,2,2,2,2
1235,32,0,Travel_Frequently,Research & Development,2,2,Life Sciences,4,Female,3,2,Research Scientist,3,Single,4998,2338,4,Yes,14,3,4,80,0,10,2,3,8,7,0,7
1237,36,0,Travel_Rarely,Research & Development,1,3,Technical Degree,3,Female,1,3,Manufacturing Director,1,Divorced,10252,4235,2,Yes,21,4,3,80,1,17,2,3,7,7,7,7
1238,33,0,Travel_Rarely,Research & Development,9,3,Medical,1,Male,3,1,Research Scientist,4,Married,2781,6311,0,No,13,3,2,80,1,15,5,3,14,10,4,10
1239,40,0,Travel_Rarely,Sales,10,3,Technical Degree,2,Female,2,2,Sales Executive,2,Divorced,6852,11591,7,No,12,3,2,80,1,7,2,4,5,1,1,3
1240,25,0,Travel_Rarely,Sales,10,4,Life Sciences,3,Male,3,2,Sales Executive,4,Single,4950,20623,0,No,14,3,2,80,0,5,4,3,4,3,1,1
1241,30,0,Travel_Rarely,Research & Development,1,3,Medical,4,Male,3,1,Research Scientist,2,Married,3579,9369,0,Yes,21,4,1,80,1,12,2,3,11,9,5,7
1242,42,0,Travel_Frequently,Research & Development,26,5,Medical,1,Female,3,3,Research Director,1,Married,13191,23281,3,Yes,17,3,3,80,0,20,6,3,1,0,0,0
1243,35,0,Non-Travel,Sales,8,2,Marketing,3,Female,2,3,Sales Executive,4,Married,10377,13755,4,Yes,11,3,2,80,1,16,6,2,13,2,4,12
1244,27,0,Travel_Rarely,Research & Development,14,3,Life Sciences,1,Male,3,1,Research Scientist,1,Married,2235,14377,1,Yes,14,3,4,80,2,9,3,2,9,7,6,8
1245,54,0,Travel_Frequently,Research & Development,1,4,Life Sciences,4,Female,3,3,Manufacturing Director,3,Divorced,10502,9659,7,No,17,3,1,80,1,33,2,1,5,4,1,4
1246,44,0,Travel_Rarely,Research & Development,2,1,Life Sciences,1,Female,4,1,Research Scientist,4,Married,2011,19982,1,No,13,3,4,80,1,10,5,3,10,5,7,7
1248,19,1,Non-Travel,Research & Development,10,3,Medical,1,Female,2,1,Research Scientist,2,Single,1859,6148,1,Yes,25,4,2,80,0,1,2,4,1,1,0,0
1249,29,0,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Female,3,1,Research Scientist,4,Divorced,3760,5598,1,No,15,3,1,80,3,3,5,3,3,2,1,2
1250,54,0,Travel_Rarely,Research & Development,3,3,Life Sciences,4,Male,3,4,Research Director,4,Married,17779,23474,3,No,14,3,1,80,0,36,2,3,10,9,0,9
1251,31,0,Travel_Rarely,Research & Development,11,2,Medical,3,Male,3,2,Healthcare Representative,1,Married,6833,17089,1,Yes,12,3,4,80,0,6,2,2,6,5,0,1
1252,31,0,Travel_Rarely,Research & Development,24,3,Medical,3,Female,2,2,Healthcare Representative,1,Single,6812,17198,1,No,19,3,2,80,0,10,2,3,10,9,1,8
1254,59,0,Travel_Rarely,Sales,3,3,Life Sciences,3,Female,2,2,Sales Executive,4,Single,5171,16490,5,No,17,3,4,80,0,13,2,3,6,1,0,5
1255,43,0,Travel_Rarely,Research & Development,3,3,Life Sciences,3,Male,1,5,Research Director,4,Married,19740,18625,3,No,14,3,2,80,1,25,2,3,8,7,0,7
1256,49,0,Travel_Rarely,Research & Development,4,2,Medical,1,Male,2,5,Manager,3,Married,18711,12124,2,No,13,3,3,80,1,23,2,4,1,0,0,0
1257,36,0,Travel_Frequently,Research & Development,3,3,Technical Degree,3,Male,3,1,Research Scientist,2,Married,3692,9256,1,No,12,3,3,80,0,12,2,2,11,10,0,7
1258,48,0,Travel_Rarely,Research & Development,2,2,Technical Degree,4,Male,4,1,Laboratory Technician,2,Single,2559,16620,5,No,11,3,3,80,0,7,4,2,1,0,0,0
1259,27,0,Travel_Rarely,Research & Development,4,2,Life Sciences,1,Male,3,1,Research Scientist,3,Divorced,2517,3208,1,No,11,3,2,80,3,5,2,3,5,3,0,3
1260,29,0,Travel_Rarely,Research & Development,7,3,Life Sciences,3,Male,3,2,Healthcare Representative,4,Divorced,6623,4204,1,Yes,11,3,2,80,2,6,2,3,6,0,1,0
1263,48,0,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Male,2,5,Research Director,4,Single,18265,8733,6,No,12,3,3,80,0,25,3,4,1,0,0,0
1264,29,0,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,2,4,Research Director,4,Divorced,16124,3423,3,No,14,3,2,80,2,9,2,2,7,7,1,7
1265,34,0,Travel_Rarely,Research & Development,20,3,Technical Degree,3,Female,4,1,Research Scientist,3,Married,2585,21643,0,No,17,3,4,80,0,2,5,2,1,0,0,0
1267,44,0,Travel_Rarely,Sales,5,3,Marketing,2,Male,3,5,Manager,2,Married,18213,8751,7,No,11,3,3,80,1,26,5,3,22,9,3,10
1268,33,0,Travel_Rarely,Sales,10,5,Marketing,4,Male,4,3,Sales Executive,3,Divorced,8380,21708,0,Yes,14,3,4,80,2,10,3,3,9,8,0,8
1269,19,0,Travel_Rarely,Research & Development,25,3,Life Sciences,2,Female,4,1,Research Scientist,4,Single,2994,21221,1,Yes,12,3,4,80,0,1,2,3,1,0,0,1
1270,23,0,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Male,3,1,Research Scientist,3,Married,1223,16901,1,No,22,4,4,80,1,1,2,3,1,0,0,1
1273,25,1,Travel_Frequently,Sales,24,1,Life Sciences,3,Male,1,1,Sales Representative,4,Single,1118,8040,1,Yes,14,3,4,80,0,1,4,3,1,0,1,0
1275,26,0,Travel_Rarely,Research & Development,4,2,Life Sciences,3,Male,3,1,Research Scientist,4,Single,2875,9973,1,Yes,20,4,2,80,0,8,2,2,8,5,2,2
1277,45,1,Travel_Rarely,Sales,2,3,Marketing,1,Female,1,5,Manager,2,Single,18824,2493,2,Yes,16,3,1,80,0,26,2,3,24,10,1,11
1278,55,0,Non-Travel,Research & Development,8,1,Medical,4,Male,2,4,Healthcare Representative,2,Divorced,13577,25592,1,Yes,15,3,4,80,1,34,3,3,33,9,15,0
1279,21,1,Travel_Frequently,Research & Development,10,2,Life Sciences,1,Female,2,1,Laboratory Technician,3,Single,2625,25308,1,No,20,4,3,80,0,2,2,1,2,2,2,2
1280,46,0,Travel_Rarely,Sales,4,2,Marketing,4,Female,2,5,Manager,2,Married,18789,9946,2,No,14,3,3,80,1,26,2,3,11,4,0,8
1281,34,0,Travel_Rarely,Sales,2,3,Marketing,3,Female,3,2,Sales Executive,1,Single,4538,6039,0,Yes,12,3,4,80,0,4,3,3,3,2,0,2
1282,51,0,Travel_Frequently,Sales,9,3,Life Sciences,4,Male,3,5,Manager,2,Divorced,19847,19196,4,Yes,24,4,1,80,1,31,5,2,29,10,11,10
1283,59,0,Travel_Rarely,Research & Development,18,4,Medical,4,Male,3,3,Manufacturing Director,4,Single,10512,20002,6,No,12,3,4,80,0,25,6,2,9,7,5,4
1285,34,0,Travel_Frequently,Research & Development,19,3,Medical,3,Female,3,2,Laboratory Technician,2,Divorced,4444,22534,4,No,13,3,3,80,2,15,2,4,11,8,5,10
1286,28,0,Travel_Frequently,Research & Development,1,4,Medical,4,Male,3,1,Laboratory Technician,3,Single,2154,6842,0,Yes,11,3,3,80,0,5,2,2,4,2,0,2
1288,44,0,Travel_Rarely,Research & Development,4,2,Life Sciences,3,Male,4,5,Manager,1,Divorced,19190,17477,1,No,14,3,4,80,2,26,4,2,25,9,14,13
1289,34,0,Travel_Frequently,Human Resources,11,3,Life Sciences,3,Male,2,2,Human Resources,2,Married,4490,21833,4,No,11,3,4,80,2,14,5,4,10,9,1,8
1291,35,0,Travel_Rarely,Research & Development,6,1,Life Sciences,3,Male,3,1,Research Scientist,3,Married,3506,6020,0,Yes,14,3,4,80,0,4,3,3,3,2,2,2
1292,42,0,Travel_Rarely,Research & Development,7,4,Medical,2,Female,4,2,Research Scientist,2,Married,2372,5628,6,Yes,16,3,4,80,0,18,2,3,1,0,0,0
1293,43,0,Travel_Rarely,Sales,4,4,Marketing,4,Female,2,3,Sales Executive,4,Single,10231,20364,3,No,14,3,4,80,0,23,3,4,21,7,15,17
1294,36,0,Travel_Rarely,Research & Development,2,4,Life Sciences,3,Female,3,2,Manufacturing Director,2,Single,5410,2323,9,Yes,11,3,4,80,0,18,2,3,16,14,5,12
1295,44,1,Travel_Rarely,Research & Development,15,3,Medical,1,Female,3,3,Healthcare Representative,4,Married,7978,14075,1,No,11,3,4,80,1,10,2,3,10,7,0,5
1296,28,0,Travel_Frequently,Research & Development,2,3,Life Sciences,4,Male,2,1,Laboratory Technician,4,Married,3867,14222,1,Yes,12,3,2,80,1,2,2,3,2,2,2,2
1297,51,0,Travel_Frequently,Research & Development,6,2,Medical,2,Female,2,1,Laboratory Technician,3,Single,2838,4257,0,No,14,3,2,80,0,8,6,2,7,0,7,7
1298,30,0,Non-Travel,Research & Development,9,2,Medical,3,Female,3,2,Manufacturing Director,3,Single,4695,12858,7,Yes,18,3,3,80,0,10,3,3,8,4,1,7
1299,29,1,Travel_Rarely,Research & Development,7,3,Technical Degree,2,Female,3,1,Laboratory Technician,3,Divorced,3339,17285,3,Yes,13,3,1,80,2,10,2,3,7,7,7,7
1301,28,0,Travel_Rarely,Research & Development,1,3,Technical Degree,4,Male,3,1,Research Scientist,1,Single,2080,4732,2,No,11,3,2,80,0,5,2,2,3,2,1,2
1303,25,0,Travel_Rarely,Research & Development,1,3,Medical,4,Female,3,1,Research Scientist,2,Single,2096,18830,1,No,18,3,4,80,0,2,3,2,2,2,2,1
1304,32,0,Travel_Rarely,Sales,8,3,Medical,3,Male,4,2,Sales Executive,4,Married,6209,11693,1,No,15,3,3,80,2,10,4,4,10,7,0,8
1306,45,0,Travel_Frequently,Research & Development,25,3,Medical,2,Female,3,5,Manager,2,Single,18061,13035,3,No,22,4,3,80,0,22,4,3,0,0,0,0
1307,39,0,Travel_Rarely,Research & Development,13,4,Medical,3,Female,2,4,Manager,2,Divorced,17123,17334,6,Yes,13,3,4,80,2,21,4,3,19,9,15,2
1308,58,0,Travel_Rarely,Research & Development,23,4,Life Sciences,1,Male,3,1,Research Scientist,3,Divorced,2372,26076,1,No,12,3,4,80,2,2,3,3,2,2,2,2
1309,32,1,Travel_Rarely,Research & Development,7,2,Life Sciences,4,Male,3,2,Laboratory Technician,3,Married,4883,22845,1,No,18,3,1,80,1,10,3,3,10,4,1,1
1310,39,1,Travel_Rarely,Research & Development,23,3,Medical,3,Male,3,1,Research Scientist,1,Single,3904,22154,0,No,13,3,1,80,0,6,2,3,5,2,0,3
1311,30,0,Travel_Rarely,Research & Development,6,3,Technical Degree,1,Female,2,2,Laboratory Technician,4,Married,4627,23631,0,No,12,3,1,80,1,10,6,3,9,2,6,7
1312,36,0,Travel_Rarely,Research & Development,10,4,Technical Degree,4,Female,3,3,Healthcare Representative,3,Married,7094,5747,3,No,12,3,1,80,0,10,0,3,7,7,1,7
1314,46,0,Travel_Rarely,Human Resources,1,2,Life Sciences,4,Female,3,1,Human Resources,1,Single,3423,22957,6,No,12,3,3,80,0,10,3,4,7,6,5,7
1315,28,0,Non-Travel,Research & Development,1,3,Life Sciences,3,Female,1,2,Laboratory Technician,4,Married,6674,16392,0,No,11,3,1,80,3,10,6,3,9,8,7,5
1317,50,0,Travel_Rarely,Research & Development,28,3,Life Sciences,4,Female,3,4,Research Director,1,Married,16880,22422,4,Yes,11,3,2,80,0,25,2,3,3,2,1,2
1318,40,1,Travel_Rarely,Sales,25,4,Marketing,4,Male,2,3,Sales Executive,2,Single,9094,17235,2,Yes,12,3,3,80,0,9,2,3,5,4,1,0
1319,52,1,Travel_Rarely,Sales,5,3,Life Sciences,2,Male,3,3,Sales Executive,2,Single,8446,21534,9,Yes,19,3,3,80,0,10,2,2,8,7,7,7
